2 2.129175 0.1750
4 1.970516 0.2750
6 1.837681 0.2750
8 1.840670 0.2375
10 1.885618 0.1812
12 1.620953 0.4375
14 1.646715 0.3312
16 1.494092 0.3500
18 1.542174 0.4375
20 1.472254 0.5813
22 1.413209 0.6188
24 1.419752 0.4875
26 1.206709 0.5563
28 1.225720 0.5750
30 0.990033 0.6500
32 1.063172 0.6813
34 0.854387 0.7375
36 0.966962 0.6875
38 1.086698 0.6125
40 0.850092 0.7188
42 0.855295 0.7312
44 0.682736 0.8000
46 0.832435 0.7562
48 0.745328 0.7625
50 0.685840 0.7812
52 0.753052 0.7750
54 0.636198 0.8063
56 0.596933 0.8375
58 0.681361 0.7937
60 0.593885 0.8250
62 0.543475 0.8250
64 0.593865 0.8187
66 0.464312 0.8938
68 0.366944 0.8812
70 0.499338 0.8688
72 0.490687 0.8875
74 0.464801 0.8688
76 0.410500 0.8688
78 0.420726 0.9062
80 0.393535 0.8562
82 0.309672 0.9062
84 0.450940 0.8438
86 0.449601 0.8875
88 0.382603 0.8938
90 0.508733 0.8187
92 0.260674 0.9563
94 0.354193 0.9000
96 0.218137 0.9437
98 0.340591 0.8938
100 0.351507 0.9000
102 0.341850 0.9062
104 0.288931 0.9375
106 0.291410 0.8812
108 0.329118 0.9000
110 0.428154 0.8562
112 0.394714 0.9125
114 0.218889 0.9437
116 0.239749 0.9437
118 0.207549 0.9313
120 0.329792 0.8875
122 0.223882 0.9187
124 0.173583 0.9563
126 0.271306 0.9313
128 0.164015 0.9563
130 0.157919 0.9563
132 0.250454 0.9313
134 0.219816 0.9500
136 0.163599 0.9500
138 0.158095 0.9625
140 0.121638 0.9688
142 0.176024 0.9563
144 0.141857 0.9875
146 0.181309 0.9375
148 0.115553 0.9688
150 0.151507 0.9688
152 0.110913 0.9750
154 0.113070 0.9750
156 0.156538 0.9500
158 0.171409 0.9688
160 0.122767 0.9563
162 0.132654 0.9500
164 0.110307 0.9625
166 0.157288 0.9625
168 0.131187 0.9750
170 0.170835 0.9375
172 0.328152 0.9250
174 0.138747 0.9625
176 0.140547 0.9688
178 0.177439 0.9625
180 0.124951 0.9563
182 0.077146 0.9750
184 0.144204 0.9500
186 0.126990 0.9625
188 0.105153 0.9812
190 0.250498 0.9313
192 0.174854 0.9375
194 0.154237 0.9688
196 0.194513 0.9688
198 0.160153 0.9500
200 0.188777 0.9500
202 0.062945 0.9812
204 0.130269 0.9625
206 0.139828 0.9625
208 0.226631 0.9375
210 0.138612 0.9563
212 0.175039 0.9500
214 0.135235 0.9563
216 0.084032 0.9750
218 0.141860 0.9625
220 0.157472 0.9500
222 0.068215 0.9875
224 0.134973 0.9563
226 0.118062 0.9750
228 0.113825 0.9750
230 0.127656 0.9563
232 0.158851 0.9688
234 0.218276 0.9500
236 0.082324 0.9812
238 0.099123 0.9688
240 0.106121 0.9688
242 0.155557 0.9437
244 0.155980 0.9625
246 0.107759 0.9625
248 0.089989 0.9750
250 0.086422 0.9750
252 0.057654 0.9938
254 0.060978 0.9812
256 0.028671 1.0000
258 0.031275 1.0000
260 0.068364 0.9875
262 0.120593 0.9750
264 0.051269 0.9812
266 0.119275 0.9625
268 0.068370 0.9812
270 0.051444 0.9938
272 0.069581 0.9875
274 0.036838 0.9938
276 0.050406 0.9875
278 0.127719 0.9688
280 0.112925 0.9625
282 0.091860 0.9688
284 0.057011 0.9875
286 0.094252 0.9688
288 0.058081 0.9875
290 0.043376 0.9938
292 0.070840 0.9812
294 0.035768 0.9938
296 0.043331 0.9875
298 0.026811 0.9875
300 0.100148 0.9750
302 0.041265 0.9812
304 0.064995 0.9812
306 0.064075 0.9812
308 0.070492 0.9812
310 0.047776 0.9875
312 0.052039 0.9875
314 0.047238 0.9938
316 0.033571 0.9938
318 0.037518 0.9938
320 0.031595 0.9875
322 0.046291 0.9812
324 0.055404 0.9812
326 0.052913 0.9812
328 0.140539 0.9688
330 0.049793 0.9875
332 0.110755 0.9688
334 0.047329 0.9875
336 0.055876 0.9750
338 0.051721 0.9812
340 0.033477 0.9938
342 0.075773 0.9750
344 0.051402 0.9812
346 0.034147 0.9938
348 0.025970 1.0000
350 0.030663 0.9938
352 0.020496 0.9938
354 0.044580 0.9875
356 0.136069 0.9625
358 0.068721 0.9812
360 0.031851 0.9938
362 0.105431 0.9625
364 0.151142 0.9625
366 0.039853 0.9875
368 0.049241 0.9875
370 0.043628 0.9938
372 0.020169 1.0000
374 0.019440 0.9938
376 0.020199 0.9938
378 0.025287 0.9938
380 0.061939 0.9875
382 0.031541 0.9875
384 0.045120 0.9875
386 0.050397 0.9875
388 0.021783 0.9938
390 0.053554 0.9938
392 0.065298 0.9812
394 0.056940 0.9812
396 0.015779 1.0000
398 0.046257 0.9812
400 0.010062 1.0000
402 0.010526 1.0000
404 0.043949 0.9875
406 0.014893 1.0000
408 0.037930 0.9812
410 0.046573 0.9875
412 0.062506 0.9875
414 0.016645 0.9938
416 0.043765 0.9938
418 0.037514 0.9875
420 0.018918 0.9938
422 0.019266 0.9938
424 0.063020 0.9875
426 0.025880 0.9938
428 0.056808 0.9938
430 0.027986 0.9938
432 0.004489 1.0000
434 0.025177 0.9938
436 0.010050 1.0000
438 0.023452 0.9875
440 0.026675 0.9875
442 0.078872 0.9875
444 0.031570 0.9875
446 0.063008 0.9688
448 0.041469 0.9875
450 0.028080 0.9875
452 0.005793 1.0000
454 0.082076 0.9750
456 0.021582 0.9938
458 0.011488 1.0000
460 0.051656 0.9875
462 0.038791 0.9875
464 0.043580 0.9812
466 0.046200 0.9812
468 0.013220 1.0000
470 0.027444 0.9938
472 0.050559 0.9750
474 0.022846 0.9938
476 0.079521 0.9812
478 0.024526 0.9938
480 0.027990 0.9938
482 0.057521 0.9938
484 0.064176 0.9875
486 0.023471 0.9938
488 0.071225 0.9875
490 0.005716 1.0000
492 0.038479 0.9875
494 0.041379 0.9812
496 0.009235 0.9938
498 0.027666 0.9938
500 0.027914 0.9938
502 0.009745 1.0000
504 0.018191 1.0000
506 0.025285 0.9938
508 0.016742 1.0000
510 0.006476 1.0000
512 0.007018 1.0000
514 0.003819 1.0000
516 0.007632 1.0000
518 0.004952 1.0000
520 0.023038 0.9938
522 0.016874 0.9938
524 0.002160 1.0000
526 0.003848 1.0000
528 0.005613 1.0000
530 0.044724 0.9938
532 0.011350 0.9938
534 0.010399 1.0000
536 0.010579 1.0000
538 0.009451 0.9938
540 0.003695 1.0000
542 0.003613 1.0000
544 0.007692 1.0000
546 0.004095 1.0000
548 0.007741 1.0000
550 0.004968 1.0000
552 0.006460 1.0000
554 0.019868 0.9938
556 0.010541 1.0000
558 0.010472 1.0000
560 0.002658 1.0000
562 0.002559 1.0000
564 0.008144 1.0000
566 0.006546 1.0000
568 0.002843 1.0000
570 0.006171 1.0000
572 0.003026 1.0000
574 0.006115 1.0000
576 0.008178 1.0000
578 0.033470 0.9875
580 0.017523 0.9938
582 0.028066 0.9938
584 0.010663 1.0000
586 0.007118 1.0000
588 0.014552 0.9938
590 0.002276 1.0000
592 0.007538 1.0000
594 0.007498 1.0000
596 0.017455 0.9875
598 0.031613 0.9875
600 0.005373 1.0000
602 0.004900 1.0000
604 0.005838 1.0000
606 0.001334 1.0000
608 0.003878 1.0000
610 0.002819 1.0000
612 0.034643 0.9938
614 0.002514 1.0000
616 0.002407 1.0000
618 0.012046 1.0000
620 0.001882 1.0000
622 0.018511 0.9938
624 0.015876 0.9938
626 0.001746 1.0000
628 0.002242 1.0000
630 0.002709 1.0000
632 0.004574 1.0000
634 0.002291 1.0000
636 0.003548 1.0000
638 0.009033 0.9938
640 0.012280 0.9938
642 0.002805 1.0000
644 0.022146 0.9938
646 0.012277 0.9938
648 0.003492 1.0000
650 0.007356 0.9938
652 0.002086 1.0000
654 0.014790 0.9938
656 0.001939 1.0000
658 0.003657 1.0000
660 0.003339 1.0000
662 0.002046 1.0000
664 0.003619 1.0000
666 0.002785 1.0000
668 0.004952 1.0000
670 0.001203 1.0000
672 0.002193 1.0000
674 0.003415 1.0000
676 0.000971 1.0000
678 0.001770 1.0000
680 0.002290 1.0000
682 0.001270 1.0000
684 0.001572 1.0000
686 0.001650 1.0000
688 0.001224 1.0000
690 0.013469 1.0000
692 0.000914 1.0000
694 0.002185 1.0000
696 0.010279 1.0000
698 0.001287 1.0000
700 0.004922 1.0000
702 0.002426 1.0000
704 0.000867 1.0000
706 0.000981 1.0000
708 0.005373 1.0000
710 0.001059 1.0000
712 0.001555 1.0000
714 0.002834 1.0000
716 0.001162 1.0000
718 0.001823 1.0000
720 0.002043 1.0000
722 0.001040 1.0000
724 0.002436 1.0000
726 0.006652 0.9938
728 0.004375 1.0000
730 0.008605 1.0000
732 0.009246 0.9938
734 0.004702 1.0000
736 0.012727 0.9938
738 0.008793 0.9938
740 0.001482 1.0000
742 0.001105 1.0000
744 0.005690 1.0000
746 0.001774 1.0000
748 0.009220 1.0000
750 0.001112 1.0000
752 0.001391 1.0000
754 0.001018 1.0000
756 0.001511 1.0000
758 0.000564 1.0000
760 0.001442 1.0000
762 0.001216 1.0000
764 0.008965 1.0000
766 0.009029 1.0000
768 0.000735 1.0000
770 0.001189 1.0000
772 0.001577 1.0000
774 0.002031 1.0000
776 0.000589 1.0000
