2 2.201068 0.0813
4 1.976687 0.2875
6 1.944702 0.2313
8 1.850838 0.2188
10 1.860391 0.2250
12 1.806900 0.2750
14 1.776289 0.3375
16 1.933852 0.2125
18 1.838145 0.2313
20 1.784061 0.2625
22 1.665202 0.3000
24 1.645651 0.2750
26 1.585234 0.3375
28 1.455408 0.4625
30 1.345602 0.5500
32 1.519837 0.4688
34 1.251813 0.5813
36 1.288982 0.5375
38 1.214856 0.5250
40 1.196197 0.5312
42 1.154459 0.6438
44 1.057651 0.7063
46 1.176852 0.5938
48 1.091672 0.6250
50 1.191980 0.6125
52 1.007648 0.6813
54 0.876110 0.7375
56 0.863105 0.7000
58 0.838359 0.7125
60 0.841444 0.7063
62 0.800732 0.7312
64 0.718301 0.7562
66 0.770338 0.7438
68 0.712280 0.7250
70 0.737445 0.7438
72 0.555202 0.8000
74 0.736401 0.7500
76 0.677185 0.7750
78 0.723307 0.7500
80 0.723837 0.8000
82 0.657874 0.8187
84 0.621247 0.8187
86 0.632575 0.8625
88 0.642093 0.8125
90 0.592492 0.8750
92 0.651500 0.8000
94 0.752789 0.7625
96 0.490359 0.8625
98 0.634422 0.7812
100 0.636501 0.8125
102 0.634558 0.8000
104 0.396293 0.8750
106 0.404686 0.8812
108 0.579611 0.8625
110 0.664279 0.8187
112 0.510621 0.8500
114 0.464917 0.8500
116 0.466769 0.8500
118 0.338247 0.9000
120 0.380343 0.9000
122 0.295931 0.9000
124 0.439104 0.8688
126 0.476327 0.8750
128 0.390637 0.9062
130 0.399094 0.8750
132 0.402334 0.8500
134 0.342981 0.8875
136 0.390458 0.8625
138 0.432078 0.8875
140 0.332502 0.9125
142 0.385099 0.8688
144 0.273459 0.9250
146 0.512147 0.8625
148 0.336989 0.9250
150 0.366967 0.8812
152 0.336421 0.9125
154 0.278066 0.9563
156 0.317194 0.9187
158 0.234628 0.9688
160 0.307096 0.9062
162 0.369239 0.9062
164 0.369218 0.8938
166 0.253782 0.9313
168 0.293681 0.9375
170 0.333192 0.9125
172 0.338589 0.8938
174 0.363452 0.8938
176 0.424063 0.9062
178 0.217065 0.9313
180 0.255237 0.9313
182 0.232476 0.9437
184 0.203036 0.9437
186 0.162435 0.9688
188 0.280536 0.9125
190 0.290382 0.9250
192 0.381498 0.9062
194 0.156128 0.9563
196 0.383534 0.8812
198 0.209342 0.9375
200 0.242154 0.9625
202 0.299102 0.9187
204 0.344448 0.8750
206 0.343927 0.9000
208 0.299602 0.9250
210 0.159730 0.9750
212 0.201042 0.9500
214 0.263456 0.9187
216 0.220920 0.9437
218 0.241179 0.9313
220 0.180266 0.9375
222 0.226469 0.9563
224 0.395917 0.9000
226 0.138080 0.9625
228 0.268893 0.9187
230 0.218145 0.9313
232 0.269128 0.9187
234 0.146299 0.9437
236 0.186472 0.9750
238 0.208698 0.9313
240 0.245427 0.9187
242 0.130124 0.9437
244 0.161517 0.9500
246 0.173407 0.9563
248 0.135902 0.9688
250 0.200138 0.9750
252 0.145601 0.9688
254 0.154298 0.9563
256 0.210129 0.9563
258 0.148095 0.9563
260 0.196948 0.9375
262 0.117010 0.9750
264 0.110826 0.9750
266 0.123297 0.9812
268 0.174139 0.9437
270 0.143404 0.9688
272 0.193482 0.9563
274 0.133878 0.9688
276 0.153780 0.9688
278 0.177602 0.9625
280 0.177175 0.9500
282 0.131352 0.9625
284 0.133363 0.9750
286 0.257243 0.9250
288 0.067665 0.9812
290 0.062591 0.9812
292 0.133714 0.9750
294 0.149016 0.9625
296 0.079763 0.9812
298 0.116484 0.9563
300 0.065132 0.9812
302 0.189667 0.9437
304 0.102036 0.9812
306 0.227183 0.9437
308 0.077730 0.9875
310 0.132568 0.9750
312 0.172369 0.9625
314 0.092919 0.9812
316 0.147310 0.9750
318 0.172660 0.9625
320 0.128509 0.9688
322 0.143556 0.9625
324 0.152151 0.9437
326 0.167996 0.9563
328 0.171521 0.9563
330 0.083303 0.9812
332 0.161760 0.9375
334 0.141004 0.9500
336 0.152247 0.9563
338 0.136424 0.9688
340 0.148997 0.9563
342 0.149676 0.9563
344 0.209934 0.9187
346 0.209947 0.9437
348 0.101052 0.9688
350 0.142793 0.9563
352 0.180129 0.9313
354 0.105590 0.9688
356 0.183388 0.9375
358 0.143019 0.9625
360 0.082883 0.9750
362 0.168525 0.9437
364 0.089876 0.9750
366 0.080801 0.9812
368 0.047699 0.9875
370 0.093756 0.9750
372 0.111570 0.9750
374 0.108061 0.9625
376 0.091917 0.9688
378 0.097640 0.9688
380 0.144795 0.9625
382 0.037108 1.0000
384 0.083573 0.9750
386 0.050370 0.9875
388 0.045555 0.9938
390 0.157171 0.9812
392 0.036195 0.9938
394 0.052956 0.9875
396 0.062684 0.9812
398 0.035801 0.9938
400 0.101891 0.9688
402 0.068306 0.9875
404 0.162764 0.9688
406 0.113802 0.9750
408 0.079885 0.9750
410 0.065687 0.9875
412 0.045182 0.9875
414 0.141993 0.9750
416 0.097273 0.9812
418 0.049450 0.9875
420 0.035057 0.9938
422 0.051145 0.9875
424 0.136766 0.9750
426 0.109104 0.9812
428 0.039759 0.9875
430 0.081075 0.9812
432 0.060920 0.9812
434 0.052978 0.9875
436 0.096652 0.9750
438 0.038619 0.9875
440 0.080954 0.9938
442 0.027795 0.9938
444 0.085067 0.9812
446 0.075457 0.9875
448 0.060675 0.9812
450 0.114797 0.9688
452 0.053805 0.9938
454 0.122315 0.9688
456 0.095177 0.9688
458 0.093807 0.9750
460 0.058367 0.9812
462 0.034297 0.9938
464 0.028873 1.0000
466 0.057409 0.9875
468 0.059926 0.9812
470 0.016993 1.0000
472 0.059402 0.9750
474 0.115572 0.9688
476 0.113806 0.9625
478 0.031120 1.0000
480 0.059733 0.9812
482 0.120879 0.9688
484 0.030343 0.9938
486 0.038529 0.9938
488 0.132930 0.9688
490 0.033541 1.0000
492 0.030369 0.9938
494 0.034465 0.9938
496 0.082144 0.9938
498 0.012240 1.0000
500 0.091009 0.9812
502 0.031022 1.0000
504 0.056273 0.9938
506 0.023093 0.9938
508 0.030325 1.0000
510 0.046006 0.9812
512 0.041220 0.9938
514 0.050248 0.9875
516 0.035997 0.9938
518 0.019297 1.0000
520 0.036268 0.9875
522 0.046182 0.9875
524 0.067497 0.9938
526 0.018428 1.0000
528 0.059665 0.9938
530 0.040084 0.9875
532 0.054468 0.9750
534 0.047034 0.9875
536 0.033254 0.9938
538 0.026451 0.9938
540 0.032552 0.9875
542 0.044298 0.9938
544 0.037629 0.9875
546 0.048661 1.0000
548 0.122893 0.9688
550 0.036749 0.9938
552 0.016700 1.0000
554 0.054738 0.9812
556 0.045036 0.9875
558 0.030354 0.9938
560 0.088635 0.9688
562 0.044202 0.9812
564 0.060007 0.9938
566 0.074065 0.9938
568 0.055458 0.9875
570 0.037552 0.9938
572 0.021316 1.0000
574 0.035426 0.9938
576 0.100306 0.9563
578 0.027930 0.9875
580 0.031337 0.9938
582 0.028183 1.0000
584 0.043273 0.9875
586 0.008597 1.0000
588 0.030332 0.9938
590 0.046848 0.9938
592 0.033002 0.9875
594 0.014660 1.0000
596 0.013961 1.0000
598 0.009796 1.0000
600 0.026297 0.9938
602 0.070504 0.9875
604 0.041155 0.9875
606 0.024912 0.9938
608 0.030475 0.9938
610 0.081970 0.9812
612 0.016554 0.9938
614 0.009169 1.0000
616 0.047248 0.9938
618 0.019226 0.9938
620 0.011681 1.0000
622 0.020419 0.9938
624 0.025535 1.0000
626 0.014462 1.0000
628 0.014070 1.0000
630 0.010516 1.0000
632 0.007908 1.0000
634 0.017372 1.0000
636 0.014583 1.0000
638 0.018061 1.0000
640 0.007238 1.0000
642 0.030088 0.9938
644 0.038005 0.9938
646 0.004245 1.0000
648 0.042578 0.9938
650 0.025936 0.9938
652 0.032925 0.9938
654 0.005433 1.0000
656 0.015775 1.0000
658 0.012387 1.0000
660 0.009511 1.0000
662 0.017939 0.9938
664 0.008555 1.0000
666 0.017038 0.9938
668 0.029485 1.0000
670 0.020277 0.9938
672 0.038144 0.9938
674 0.016417 0.9938
676 0.024636 0.9938
678 0.038882 0.9938
680 0.014224 1.0000
682 0.017290 0.9938
684 0.036154 0.9875
686 0.025255 0.9938
688 0.028039 1.0000
690 0.027932 0.9938
692 0.050894 0.9938
694 0.012504 1.0000
696 0.012193 1.0000
698 0.024695 0.9938
700 0.026128 0.9875
702 0.008651 1.0000
704 0.021746 1.0000
706 0.042972 0.9875
708 0.008537 1.0000
710 0.013396 1.0000
712 0.015131 1.0000
714 0.032271 0.9875
716 0.019508 0.9938
718 0.020112 0.9938
720 0.011251 1.0000
722 0.027572 0.9938
724 0.046140 0.9875
726 0.017045 0.9938
728 0.006417 1.0000
730 0.036268 0.9875
732 0.010628 1.0000
734 0.009607 1.0000
736 0.020429 0.9938
738 0.012414 1.0000
740 0.007041 1.0000
742 0.006363 1.0000
744 0.024697 0.9938
746 0.013550 1.0000
748 0.013181 1.0000
750 0.005624 1.0000
752 0.004772 1.0000
754 0.031666 0.9875
756 0.005576 1.0000
758 0.005370 1.0000
760 0.003197 1.0000
762 0.009780 1.0000
764 0.007438 1.0000
766 0.020858 0.9938
768 0.006307 1.0000
770 0.018549 0.9938
772 0.005386 1.0000
774 0.009468 1.0000
776 0.007669 1.0000
778 0.009030 1.0000
780 0.005250 1.0000
782 0.016930 0.9938
784 0.007879 1.0000
786 0.014348 1.0000
788 0.004715 1.0000
790 0.010769 1.0000
792 0.004845 1.0000
794 0.004883 1.0000
796 0.007010 1.0000
798 0.004400 1.0000
800 0.005025 1.0000
802 0.014033 1.0000
804 0.003814 1.0000
806 0.014098 0.9938
808 0.003737 1.0000
810 0.010484 1.0000
812 0.002188 1.0000
814 0.007655 1.0000
816 0.003250 1.0000
818 0.005578 1.0000
820 0.003782 1.0000
822 0.001821 1.0000
824 0.010246 0.9938
